Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	22.813885	22.813885
1	0.950747	750	22.469132	45.283018
2	0.926679	750	22.129979	67.412997
3	0.902980	750	21.786485	89.199482
4	0.879648	750	21.448898	110.648379
5	0.856682	750	21.117814	131.766193
6	0.834079	750	20.780906	152.547100
7	0.811838	750	20.447644	172.994744
8	0.789957	750	20.108490	193.103234
9	0.768433	750	19.789523	212.892758
10	0.747266	750	19.462719	232.355476
11	0.726452	750	19.132526	251.488002
12	0.705989	750	18.810523	270.298526
13	0.685877	750	18.479789	288.778315
14	0.666112	750	18.163932	306.942246
15	0.646693	750	17.845359	324.787605
16	0.627618	750	17.527737	342.315342
17	0.608884	750	17.214582	359.529924
18	0.590490	750	16.903662	376.433586
19	0.572433	750	16.593501	393.027087
20	0.554712	750	16.279289	409.306376
21	0.537324	750	15.972786	425.279162
22	0.520268	750	15.665642	440.944804
23	0.503540	750	15.364983	456.309787
24	0.487139	750	15.063468	471.373255
25	0.471063	750	14.761096	486.134350
26	0.455310	750	14.472259	500.606610
27	0.439877	750	14.175391	514.782000
28	0.424762	750	13.880447	528.662447
29	0.409963	750	13.585971	542.248419
30	0.395478	750	13.297177	555.545596
31	0.381305	750	13.011448	568.557044
32	0.367440	750	12.727299	581.284343
33	0.353883	750	12.436610	593.720953
34	0.340630	750	12.161135	605.882087
35	0.327680	750	11.877682	617.759770
36	0.315030	750	11.604230	629.364000
37	0.302677	750	11.328565	640.692565
38	0.290619	750	11.067142	651.759707
39	0.278855	750	10.783606	662.543313
40	0.267381	750	10.501065	673.044378
41	0.256195	750	10.248459	683.292837
42	0.245294	750	9.987084	693.279921
43	0.234677	750	9.730506	703.010427
44	0.224340	750	9.462818	712.473245
45	0.214281	750	9.213999	721.687244
46	0.204498	750	8.962699	730.649943
47	0.194988	750	8.709778	739.359722
48	0.185749	750	8.461572	747.821294
49	0.176777	750	8.207828	756.029122
50	0.168070	750	7.967077	763.996199
51	0.159626	750	7.715397	771.711596
52	0.151441	750	7.479569	779.191165
53	0.143514	750	7.239610	786.430775
54	0.135841	750	7.006326	793.437100
55	0.128420	750	6.777479	800.214580
56	0.121247	750	6.549059	806.763639
57	0.114320	750	6.315654	813.079293
58	0.107637	750	6.088815	819.168108
59	0.101193	750	5.866001	825.034108
60	0.094986	750	5.646233	830.680342
61	0.089014	750	5.438204	836.118545
62	0.083273	750	5.231710	841.350256
63	0.077760	750	5.012574	846.362830
64	0.072472	750	4.809473	851.172303
65	0.067406	750	4.590527	855.762830
66	0.062558	750	4.397192	860.160022
67	0.057926	750	4.188597	864.348619
68	0.053506	750	3.999521	868.348140
69	0.049295	750	3.797981	872.146121
70	0.045289	750	3.616972	875.763093
71	0.041485	750	3.435167	879.198260
72	0.037880	750	3.232271	882.430531
73	0.034469	750	3.034780	885.465311
74	0.031250	750	2.845412	888.310722
75	0.028218	750	2.685752	890.996475
76	0.025370	750	2.513443	893.509918
77	0.022702	750	2.344114	895.854032
78	0.020209	750	2.178716	898.032748
79	0.017889	750	1.989674	900.022422
80	0.015736	750	1.849282	901.871704
81	0.013746	750	1.678849	903.550553
82	0.011916	750	1.549488	905.100041
83	0.010240	750	1.411242	906.511283
84	0.008714	750	1.224370	907.735653
85	0.007334	750	1.047475	908.783127
86	0.006093	750	0.933131	909.716258
87	0.004988	750	0.814558	910.530816
88	0.004013	750	0.666975	911.197791
89	0.003162	750	0.542865	911.740655
90	0.002430	750	0.453425	912.194081
91	0.001810	750	0.299473	912.493554
92	0.001296	750	0.062347	912.555901
93	0.000882	750	0.051749	912.607650
94	0.000559	750	-0.040484	912.567166
95	0.000320	750	-0.200911	912.366256
96	0.000156	750	-0.327357	912.038899
97	0.000057	750	-0.539839	911.499060
98	0.000010	750	-0.860502	910.638558
99	0.000000	750	-2.915411	907.723147
Log marginal likelihood:	907.723147
