Steppingstone sampler:
        No Stones:                  100
        Start It:                   1050001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	51.192387	51.192387
1	0.950747	750	50.412558	101.604945
2	0.926679	750	49.648299	151.253245
3	0.902980	750	48.889615	200.142859
4	0.879648	750	48.124956	248.267816
5	0.856682	750	47.374291	295.642107
6	0.834079	750	46.624549	342.266656
7	0.811838	750	45.878376	388.145032
8	0.789957	750	45.142239	433.287271
9	0.768433	750	44.396096	477.683367
10	0.747266	750	43.658512	521.341878
11	0.726452	750	42.929985	564.271863
12	0.705989	750	42.209693	606.481556
13	0.685877	750	41.484074	647.965630
14	0.666112	750	40.766574	688.732204
15	0.646693	750	40.054176	728.786381
16	0.627618	750	39.336384	768.122765
17	0.608884	750	38.640302	806.763066
18	0.590490	750	37.929446	844.692513
19	0.572433	750	37.244300	881.936813
20	0.554712	750	36.540569	918.477382
21	0.537324	750	35.862631	954.340013
22	0.520268	750	35.177396	989.517409
23	0.503540	750	34.495285	1024.012694
24	0.487139	750	33.809079	1057.821773
25	0.471063	750	33.143691	1090.965464
26	0.455310	750	32.474626	1123.440090
27	0.439877	750	31.816417	1155.256507
28	0.424762	750	31.158123	1186.414630
29	0.409963	750	30.510583	1216.925213
30	0.395478	750	29.857922	1246.783135
31	0.381305	750	29.222877	1276.006012
32	0.367440	750	28.572984	1304.578996
33	0.353883	750	27.946707	1332.525704
34	0.340630	750	27.319301	1359.845004
35	0.327680	750	26.683929	1386.528934
36	0.315030	750	26.065361	1412.594294
37	0.302677	750	25.466580	1438.060874
38	0.290619	750	24.851553	1462.912427
39	0.278855	750	24.240862	1487.153289
40	0.267381	750	23.639638	1510.792927
41	0.256195	750	23.039289	1533.832215
42	0.245294	750	22.449697	1556.281912
43	0.234677	750	21.876799	1578.158711
44	0.224340	750	21.283929	1599.442639
45	0.214281	750	20.716345	1620.158985
46	0.204498	750	20.145805	1640.304790
47	0.194988	750	19.576593	1659.881383
48	0.185749	750	19.023080	1678.904463
49	0.176777	750	18.472379	1697.376842
50	0.168070	750	17.921688	1715.298529
51	0.159626	750	17.373309	1732.671838
52	0.151441	750	16.840345	1749.512183
53	0.143514	750	16.312764	1765.824947
54	0.135841	750	15.782882	1781.607829
55	0.128420	750	15.253325	1796.861153
56	0.121247	750	14.751996	1811.613149
57	0.114320	750	14.243088	1825.856237
58	0.107637	750	13.728189	1839.584426
59	0.101193	750	13.231461	1852.815888
60	0.094986	750	12.755402	1865.571290
61	0.089014	750	12.239924	1877.811213
62	0.083273	750	11.777804	1889.589017
63	0.077760	750	11.313778	1900.902795
64	0.072472	750	10.844012	1911.746807
65	0.067406	750	10.394610	1922.141416
66	0.062558	750	9.923010	1932.064427
67	0.057926	750	9.475523	1941.539950
68	0.053506	750	9.048533	1950.588483
69	0.049295	750	8.593147	1959.181630
70	0.045289	750	8.169175	1967.350805
71	0.041485	750	7.772966	1975.123770
72	0.037880	750	7.341920	1982.465690
73	0.034469	750	6.931589	1989.397279
74	0.031250	750	6.541518	1995.938797
75	0.028218	750	6.154827	2002.093624
76	0.025370	750	5.770746	2007.864369
77	0.022702	750	5.358280	2013.222649
78	0.020209	750	5.014485	2018.237134
79	0.017889	750	4.643506	2022.880641
80	0.015736	750	4.289415	2027.170056
81	0.013746	750	3.944821	2031.114877
82	0.011916	750	3.624323	2034.739200
83	0.010240	750	3.232396	2037.971596
84	0.008714	750	2.921137	2040.892733
85	0.007334	750	2.583982	2043.476715
86	0.006093	750	2.266356	2045.743071
87	0.004988	750	1.887414	2047.630485
88	0.004013	750	1.499541	2049.130026
89	0.003162	750	0.946151	2050.076177
90	0.002430	750	0.723490	2050.799667
91	0.001810	750	-0.904923	2049.894744
92	0.001296	750	-1.223881	2048.670863
93	0.000882	750	-1.574626	2047.096237
94	0.000559	750	-1.123605	2045.972632
95	0.000320	750	-1.015938	2044.956695
96	0.000156	750	-0.730860	2044.225834
97	0.000057	750	-0.440963	2043.784872
98	0.000010	750	-0.173116	2043.611756
99	0.000000	750	-0.041821	2043.569935
Log marginal likelihood:	2043.569935
