Steppingstone sampler:
        No Stones:                  100
        Start It:                   1050001
        It Per Stone:               1000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	750	20.045951	20.045951
1	0.950747	750	19.739798	39.785749
2	0.926679	750	19.438706	59.224454
3	0.902980	750	19.141003	78.365457
4	0.879648	750	18.843833	97.209290
5	0.856682	750	18.545280	115.754570
6	0.834079	750	18.255142	134.009712
7	0.811838	750	17.957195	151.966906
8	0.789957	750	17.672836	169.639743
9	0.768433	750	17.378565	187.018308
10	0.747266	750	17.093177	204.111485
11	0.726452	750	16.807220	220.918705
12	0.705989	750	16.525081	237.443786
13	0.685877	750	16.232692	253.676478
14	0.666112	750	15.958621	269.635099
15	0.646693	750	15.676926	285.312025
16	0.627618	750	15.399556	300.711580
17	0.608884	750	15.123317	315.834898
18	0.590490	750	14.838026	330.672923
19	0.572433	750	14.570713	345.243636
20	0.554712	750	14.301961	359.545597
21	0.537324	750	14.033362	373.578960
22	0.520268	750	13.765282	387.344242
23	0.503540	750	13.498066	400.842308
24	0.487139	750	13.234848	414.077155
25	0.471063	750	12.966524	427.043679
26	0.455310	750	12.709957	439.753636
27	0.439877	750	12.455015	452.208651
28	0.424762	750	12.190907	464.399559
29	0.409963	750	11.937866	476.337425
30	0.395478	750	11.679963	488.017388
31	0.381305	750	11.417806	499.435194
32	0.367440	750	11.166269	510.601463
33	0.353883	750	10.932693	521.534156
34	0.340630	750	10.673250	532.207406
35	0.327680	750	10.421653	542.629059
36	0.315030	750	10.187857	552.816916
37	0.302677	750	9.941480	562.758396
38	0.290619	750	9.708578	572.466974
39	0.278855	750	9.477264	581.944238
40	0.267381	750	9.230404	591.174643
41	0.256195	750	9.009559	600.184201
42	0.245294	750	8.764588	608.948790
43	0.234677	750	8.545754	617.494544
44	0.224340	750	8.312507	625.807051
45	0.214281	750	8.087411	633.894462
46	0.204498	750	7.863578	641.758040
47	0.194988	750	7.638699	649.396739
48	0.185749	750	7.422725	656.819464
49	0.176777	750	7.199688	664.019151
50	0.168070	750	6.983562	671.002713
51	0.159626	750	6.771279	677.773992
52	0.151441	750	6.562145	684.336137
53	0.143514	750	6.355762	690.691900
54	0.135841	750	6.146726	696.838625
55	0.128420	750	5.946677	702.785302
56	0.121247	750	5.742093	708.527395
57	0.114320	750	5.535703	714.063097
58	0.107637	750	5.333802	719.396899
59	0.101193	750	5.146923	724.543822
60	0.094986	750	4.943681	729.487503
61	0.089014	750	4.751844	734.239347
62	0.083273	750	4.590414	738.829762
63	0.077760	750	4.385121	743.214882
64	0.072472	750	4.206150	747.421032
65	0.067406	750	4.015194	751.436226
66	0.062558	750	3.839364	755.275590
67	0.057926	750	3.679974	758.955564
68	0.053506	750	3.477494	762.433058
69	0.049295	750	3.302354	765.735412
70	0.045289	750	3.148354	768.883766
71	0.041485	750	2.962703	771.846469
72	0.037880	750	2.799863	774.646332
73	0.034469	750	2.637065	777.283397
74	0.031250	750	2.462014	779.745411
75	0.028218	750	2.329878	782.075290
76	0.025370	750	2.179079	784.254369
77	0.022702	750	1.982650	786.237019
78	0.020209	750	1.872675	788.109694
79	0.017889	750	1.716505	789.826199
80	0.015736	750	1.556621	791.382820
81	0.013746	750	1.339101	792.721921
82	0.011916	750	1.147755	793.869676
83	0.010240	750	0.957756	794.827432
84	0.008714	750	0.473518	795.300950
85	0.007334	750	-0.821613	794.479337
86	0.006093	750	0.104976	794.584313
87	0.004988	750	-0.523430	794.060883
88	0.004013	750	-0.490686	793.570197
89	0.003162	750	-0.376555	793.193642
90	0.002430	750	-0.593523	792.600118
91	0.001810	750	-0.635543	791.964576
92	0.001296	750	-0.542863	791.421713
93	0.000882	750	-0.542806	790.878906
94	0.000559	750	-0.350363	790.528544
95	0.000320	750	-0.315117	790.213427
96	0.000156	750	-0.287154	789.926273
97	0.000057	750	-0.189483	789.736790
98	0.000010	750	-0.076014	789.660776
99	0.000000	750	-0.021950	789.638826
Log marginal likelihood:	789.638826
